portfolio,fund_name,scheme_code,folio,platform,txn_type,txn_date,units,nav,notes
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,24-07-23,25.936,38.5545,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,24-07-23,46.448,21.5284,
,Templeton India Value Fund - Direct - Growth,,,,BUY,24-07-23,1.81,552.3591,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,24-07-23,6.363,157.1587,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,24-07-23,7.443,134.3418,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,02-08-23,19.576,51.08,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,02-08-23,63.156,79.1648,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,02-08-23,41.235,24.25,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-08-23,19.116,52.31,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-08-23,11.591,86.27,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-08-23,11.984,83.44,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,02-08-23,79.868,12.52,
,Franklin Build India Fund - Direct - Growth,,,,BUY,02-08-23,10.349,96.6257,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,02-08-23,4.153,240.776,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-08-23,11.955,83.64,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,02-08-23,2.906,344.06,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,02-08-23,4.553,219.632,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,02-08-23,71.83,13.921,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,02-08-23,2.059,485.5787,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,02-08-23,60.229,16.6026,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,02-08-23,32.088,31.1628,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,02-08-23,28.607,34.9546,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,02-08-23,12.908,77.4694,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,02-08-23,128.381,38.9445,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,02-08-23,44.876,22.2826,
,Templeton India Value Fund - Direct - Growth,,,,BUY,02-08-23,1.792,558.1302,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,02-08-23,13.073,152.98,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,02-08-23,29.491,169.5349,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,02-08-23,7.494,133.43,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-08-23,19.16,52.19,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,08-08-23,72.702,13.754,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,08-08-23,2.036,491.1838,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,08-08-23,32.068,31.1823,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,08-08-23,125.577,39.8143,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,08-08-23,6.485,154.1947,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,11-08-23,64.028,78.0866,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-08-23,58.08,51.65,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,11-08-23,742.905,13.46,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,11-08-23,4.129,484.3673,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,11-08-23,97.503,30.7667,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,11-08-23,26.027,76.8394,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,11-08-23,25.183,39.7073,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,11-08-23,43.824,22.8173,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,11-08-23,13.164,151.9234,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,11-08-23,7.523,132.9223,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,28-08-23,64.153,77.9343,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,28-08-23,78.86,12.68,
,Franklin Build India Fund - Direct - Growth,,,,BUY,28-08-23,20.23,98.8584,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,28-08-23,2.891,345.84,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,28-08-23,739.335,13.525,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,28-08-23,121.261,16.4925,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,28-08-23,65.073,30.733,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,28-08-23,83.612,35.8783,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,28-08-23,125.721,39.7687,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,28-08-23,13.066,153.0562,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,28-08-23,29.257,170.8895,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,25-10-23,63.31,78.9728,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,25-10-23,4.1,243.909,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,25-10-23,2.869,348.55,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,25-10-23,789.289,12.669,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,25-10-23,123.886,16.1431,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,25-10-23,32.523,30.7458,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,25-10-23,26.187,76.371,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,25-10-23,25.004,39.9922,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,25-10-23,6.622,151.0097,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,25-10-23,29.24,170.9916,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,26-10-23,60.033,49.97,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,26-10-23,38.544,77.8286,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,26-10-23,123.501,24.29,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,26-10-23,58.763,51.05,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,26-10-23,34.906,85.94,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,26-10-23,35.106,85.45,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,26-10-23,240.565,12.47,
,Franklin Build India Fund - Direct - Growth,,,,BUY,26-10-23,29.667,101.117,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,26-10-23,12.422,241.499,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,26-10-23,36.06,83.19,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,26-10-23,8.697,344.91,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,26-10-23,13.666,219.515,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,26-10-23,239.758,12.512,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,26-10-23,6.209,483.1168,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,26-10-23,187.116,16.032,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,26-10-23,99.05,30.2861,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,26-10-23,81.776,36.6839,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,26-10-23,39.718,75.5283,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,26-10-23,75.673,39.6423,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,26-10-23,136.122,22.038,
,Templeton India Value Fund - Direct - Growth,,,,BUY,26-10-23,5.335,562.2526,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,26-10-23,20.07,149.4709,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,BUY,26-10-23,17.774,168.7788,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,26-10-23,23.225,129.1621,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,06-11-23,8.335,599.8497,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-02-24,9.78,102.24,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,29-02-24,1.484,673.6413,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,29-02-24,2.349,425.7,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,12-11-24,0.318,314.869,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,14-11-24,27.415,310.034,
,Kotak-Small Cap Fund - Growth - Direct,,,,SELL,14-11-24,27.5,310.03,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,SELL,16-11-24,288.069,33.83,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,SELL,16-11-24,29.09,334.1,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,18-11-24,295.581,33.83,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,18-11-24,30.229,334.096,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,26-11-24,10.467,764.2503,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,SELL,26-11-24,9.819,763.44,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,16-01-25,585.077,18.8,
,Templeton India Value Fund - Direct - Growth,,,,BUY,16-01-25,18.534,755.3133,
,Axis Value Fund - Direct Plan - Growth,,,,SELL,16-01-25,561.033,18.8,
,Templeton India Value Fund - Direct - Growth,,,,SELL,16-01-25,18.018,755.31,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,27-01-25,170.93,157.9517,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,SELL,27-01-25,163.226,157.95,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,29-01-25,373.452,50.8742,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,SELL,29-01-25,374.522,50.87,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,30-01-25,687.484,23.2721,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,SELL,30-01-25,680.836,23.2721,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,03-02-25,180.334,33.27,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,03-02-25,332.209,18.06,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,03-02-25,9.198,326.143,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,03-02-25,17.064,293.004,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,SELL,03-02-25,61.124,101.84,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,SELL,03-02-25,36.129,216.99,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,12-02-25,41.798,598.0787,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,SELL,12-02-25,265.519,93.65,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,17-02-25,33.569,595.7565,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,20-02-25,55.706,269.256,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,11-03-25,671.175,14.8985,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,12-03-25,860.987,58.07,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,SELL,12-03-25,806.2,58.07,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,02-04-25,27.241,477.2,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,SELL,02-04-25,25.634,477.2,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,04-04-25,16.126,62.01,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,04-04-25,63.348,31.57,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,04-04-25,114.871,17.41,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,04-04-25,3.157,316.721,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,04-04-25,1.288,776.5721,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,04-04-25,18.583,269.053,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,04-04-25,66.517,15.0329,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,04-04-25,1.605,623.0387,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,04-04-25,43.399,23.0408,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,04-04-25,20.426,48.9559,
,Templeton India Value Fund - Direct - Growth,,,,BUY,04-04-25,1.385,721.9008,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,04-04-25,6.303,158.6468,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-04-25,48.149,103.84,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,07-04-25,19.291,259.172,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,07-04-25,347.625,14.3826,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-04-25,1257.367,65.61,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-04-25,597.75,117.1,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-04-25,743.608,110.94,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,15-04-25,3480.216,48.8451,
,Axis Large Cap Fund - Direct Plan - Growth,,,,SELL,15-04-25,1272.968,65.61,
,Axis Midcap Fund - Direct Plan - Growth,,,,SELL,15-04-25,604.416,117.1,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,15-04-25,759.174,110.94,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,15-04-25,3535.147,48.8451,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-04-25,141.988,112.68,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,SELL,16-04-25,494.762,112.68,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-04-25,22.221,67.5,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-04-25,8.321,120.17,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-04-25,17.518,114.16,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-04-25,345.675,115.71,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,21-04-25,59.942,50.0461,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,20-05-25,59.572,16.7856,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,01-07-25,56.192,17.7951,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,07-07-25,14.417,69.36,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,07-07-25,27.661,36.15,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-07-25,14.194,70.45,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-07-25,7.542,132.58,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-07-25,7.965,125.54,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,07-07-25,51.122,19.56,
,Franklin Build India Fund - Direct - Growth,,,,BUY,07-07-25,12.139,164.7432,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,07-07-25,2.753,363.251,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-07-25,8.161,122.53,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,07-07-25,1.194,837.6955,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,07-07-25,1.916,521.86,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,07-07-25,3.185,313.929,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,07-07-25,168.863,17.765,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,07-07-25,4.302,697.39,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,07-07-25,38.87,25.7252,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,07-07-25,41.775,47.8734,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,07-07-25,18.163,55.0544,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,07-07-25,19.208,104.116,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,07-07-25,17.651,56.6527,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,07-07-25,56.099,35.6492,
,Templeton India Value Fund - Direct - Growth,,,,BUY,07-07-25,1.231,812.0211,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,07-07-25,9.123,219.2204,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,07-07-25,5.644,177.1713,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,16-07-25,55.522,36.02,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-07-25,28.652,69.8,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-07-25,15.088,132.55,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,16-07-25,36.008,55.54,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,16-07-25,11.397,175.4751,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,28-07-25,14.768,67.71,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-07-25,29.06,68.82,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-07-25,7.688,130.07,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-07-25,8.156,122.61,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,28-07-25,52.054,19.21,
,Franklin Build India Fund - Direct - Growth,,,,BUY,28-07-25,12.399,161.2917,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,28-07-25,5.646,354.239,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-07-25,8.348,119.79,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,28-07-25,1.953,512.09,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,28-07-25,4.871,307.916,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,28-07-25,114.915,17.4033,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,28-07-25,2.924,684.0319,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,28-07-25,79.831,25.0518,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,28-07-25,38.267,52.262,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,28-07-25,19.715,101.4409,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,28-07-25,37.377,53.5058,
,Templeton India Value Fund - Direct - Growth,,,,BUY,28-07-25,2.532,789.9208,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,28-07-25,9.336,214.2054,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,28-07-25,11.629,171.977,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,04-08-25,114.87,17.4101,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,04-08-25,38.458,52.0024,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,04-08-25,37.452,53.3991,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,11-08-25,58.831,16.997,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,19-08-25,99.995,10,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,19-08-25,99.995,10,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,19-08-25,99.995,10,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,19-08-25,99.995,10,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,26-08-25,58.622,17.0577,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,28-08-25,30.472,65.63,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,28-08-25,28.199,35.46,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-08-25,14.528,68.83,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-08-25,7.686,130.1,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-08-25,16.659,120.05,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,28-08-25,52.408,19.08,
,Franklin Build India Fund - Direct - Growth,,,,BUY,28-08-25,12.574,159.048,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,28-08-25,5.726,349.27,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-08-25,8.333,120,
,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,,,,BUY,28-08-25,1.199,834.2124,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,28-08-25,1.954,511.63,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,28-08-25,101.533,9.8485,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,28-08-25,101.945,9.8087,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,28-08-25,102.18,9.7862,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,28-08-25,101.973,9.806,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,28-08-25,6.653,300.597,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,28-08-25,354.216,16.938,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,28-08-25,6.06,659.9522,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,28-08-25,40.312,24.8055,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,28-08-25,21.619,46.2526,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,28-08-25,58.549,51.2367,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,28-08-25,19.847,100.7659,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,28-08-25,55.74,53.8187,
,Templeton India Value Fund - Direct - Growth,,,,BUY,28-08-25,1.283,779.2396,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,28-08-25,9.6,208.3298,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,28-08-25,11.696,170.9875,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,29-09-25,6.709,298.07,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,29-09-25,118.716,16.8461,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,29-09-25,2.97,673.4719,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,29-09-25,38.396,52.0855,
,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,,,,BUY,11-11-25,96.745,10.3359,
,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,,,,BUY,11-11-25,95.755,10.4428,
,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,,,,BUY,11-11-25,96.691,10.3417,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,11-11-25,99.43,10.0568,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-12-25,7.661,130.53,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-12-25,8.372,119.44,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,08-12-25,17.276,289.402,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,08-12-25,124.545,16.0577,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,08-12-25,19.032,52.5418,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,15-12-25,308.081,9.7372,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,15-12-25,242.947,16.4637,
,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,,,,BUY,17-12-25,104.245,9.5923,
,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,,,,BUY,17-12-25,123.343,16.2142,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,21-01-26,28.227,70.85,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,21-01-26,84.503,35.5,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-01-26,72.146,69.3,
